witel;name;lat;lon;kandatel;status_occ;service_port;device_port;image
1;ODP-PKL-FCT/009 FCT/D03/009.01;-6.894271;109.657836;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/010 FCT/D03/010.01;-6.895137;109.656893;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/011 FCT/D03/011.01;-6.893;109.6563;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/013 FCT/D03/013.01;-6.893588;109.656262;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/014 FCT/D03/014.01;-6.893979;109.656244;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FCT/015 FCT/D03/015.01;-6.8952;109.6566;PEKALONGAN;YELLOW;8;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FCT/016 FCT/D03/016.01;-6.895504;109.656112;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FCT/017 FCT/D03/017.01;-6.895573;109.65649;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/018 FCT/D03/018.01;-6.895575;109.656857;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/020 FCT/D03/020.01;-6.8963;109.6564;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCT/021 FCT/D03/021.01;-6.897937;109.65576;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FCT/022 FCT/D03/022.01;-6.897336;109.654072;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FCT/023 FCT/D03/023.01;-6.895435;109.656536;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FCV/002 FCV/D01/002.01;-6.887062;109.669114;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FCV/003 FCV/D01/003.01;-6.889554;109.676346;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/001 FDD/D03/001.01;-6.89511;109.663315;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/008 FDD/D02/008.01;-6.8961;109.6629;PEKALONGAN;YELLOW;9;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/009 FDD/D04/009.01;-6.8949;109.6648;PEKALONGAN;YELLOW;8;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/011 FDD/D01/011.01;-6.8951;109.6634;PEKALONGAN;YELLOW;4;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/014 FDD/D04/014.01;-6.897103;109.66095;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/015 FDD/D04/015.01;-6.897135;109.661345;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/016 FDD/D04.016.01;-6.897079;109.661586;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/017 FDD/D04/017.01;-6.897187;109.661809;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/018 FDD/D04/018.01;-6.89715;109.661568;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/019 FDD/D04.019.01;-6.896663;109.661621;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/020 FDD/D04/020.01;-6.896566;109.662824;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/021 FDD/D03/021.01;-6.895365;109.665879;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/022 FDD/D03/022.01;-6.89507;109.66523;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/023 FDD/D03/023.01;-6.895689;109.664414;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/024 FDD/D01/024.01;-6.895806;109.661329;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/026 FDD/D03/026.01;-6.897599;109.665324;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/027 FDD/D04/027.01;-6.896797;109.665522;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/028 FDD/D04/028.01;-6.896059;109.665808;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FDD/029 FDD/D05/029.01;-6.894881;109.65963;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/02 FDD/D01/01.02;-6.894;109.66043;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/030 FDD/D04/030.01;-6.896075;109.663674;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/031 FDD/D02/031.01;-6.894102;109.662078;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/032 FDD/D01/032.01;-6.895925;109.662069;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/033 FDD/D02/033.01;-6.895812;109.662608;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/035 FDD/D01/035.01;-6.895849;109.661601;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/036 FDD/D07/036.01;-6.894277;109.658638;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FDD/037 FDD/D07/037.01;-6.894833;109.658902;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FDD/038 FDD/D07/038.01;-6.893906;109.657871;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/039 FDD/D07/039.01;-6.893233;109.659039;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/03 FDD/D01/03.01;-6.895126;109.660402;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/040 FDD/D07/040.01;-6.893758;109.658915;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FDD/041 FDD/D07/041.01;-6.895379;109.658397;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FDD/04 FDD/D01/04.01;-6.896829;109.660056;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/05 FDD/D01/05.01;-6.8958;109.6609;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/06 FDD/D02/06.01;-6.8971;109.6628;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/07 FDD/D02/07.01;-6.8953;109.6603;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/10 FDD/D02/10.01;-6.896248;109.66439;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/12 FDD/D01/12.01;-6.8984;109.6596;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDD/13 FDD/D01/13.01;-6.89458;109.65875;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDH/010 FD/D04/010.01;-6.891039;109.634027;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDH/012 FDH/D04/012.01;-6.890643;109.631167;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDH/014 FDH/D01/014.01;-6.890625;109.63375;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDH/015 FDH/D04/015.01;-6.89107;109.634266;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FDH/03 FDH/D01/01.03;-6.8903;109.6325;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/010 FE/D01/010.01;-6.886196;109.677725;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/018 FE/D01/018.01;-6.885839;109.676003;PEKALONGAN;YELLOW;8;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FE/023 FE/D01/023.01;-6.886863;109.679962;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/024 FE/D01/024.01;-6.889199;109.679465;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/026 FE/D02/026.01;-6.886304;109.680854;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/02 FE/D01/01.02;-6.8863;109.6794;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/031 FE/D01/031.01;-6.88975;109.678515;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/033 FE/D01/033.01;-6.887737;109.677711;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/03 FE/D01/02.03;-6.886443;109.681285;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/04 FE/D01/02.04;-6.886264;109.680722;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/05 FE/D01/03.05;-6.8888;109.6794;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/06 FE/D01/01.06;-6.886;109.6769;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FE/08 FE/D01/01.08;-6.8869;109.6799;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/028 FJ/D02/028.01;-6.8915;109.6425;PEKALONGAN;GREEN;11;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FH/01 FH/D01/01.01;-6.8898;109.6722;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/001 FJ/D01/001.01;-6.8946;109.6413;PEKALONGAN;YELLOW;9;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/002 FJ/D01/002.01;-6.8947;109.6425;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FJ/003 FJ/D01/003.01;-6.8947;109.6425;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/004 FJ/D01/004.01;-6.8951;109.6421;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/005 FJ/D01/005.01;-6.8976;109.6429;PEKALONGAN;YELLOW;9;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/006 FJ/D01/006.01;-6.8979;109.6443;PEKALONGAN;GREEN;10;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/007 FJ/D01/007.01;-6.8981;109.6443;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/008 FJ/D01/008.01;-6.8982;109.645;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/009 FJ/D01/009.01;-6.8973;109.6455;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/010 FJ/D01/010.01;-6.8967;109.6443;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/011 FJ/D01/011.01;-6.8965;109.643;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/012 FJ/D01/012.01;-6.8957;109.6432;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/23 FK/D02/16.23;-6.8929;109.652;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/013 FJ/D01/013.01;-6.8952;109.6432;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/015 FJ/D01/015.01;-6.8938;109.6435;PEKALONGAN;GREEN;13;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/016 FJ/D01/016.01;-6.8934;109.6435;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/017 FJ/D01/017.01;-6.8923;109.6435;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FJ/018 FJ/D02/018.01;-6.8929;109.644;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/019 FJ/D02/019.01;-6.8929;109.6438;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/020 FJ/D02/020.01;-6.8932;109.644;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/021 FJ/D02/021.01;-6.8934;109.6441;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/022 FJ/D02/022.01;-6.893;109.6434;PEKALONGAN;GREEN;12;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/023 FJ/D02/023.01;-6.8929;109.6427;PEKALONGAN;GREEN;13;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/024 FJ/D02/024.01;-6.8927;109.6419;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/025 FJ/D02/025.01;-6.8917;109.6408;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/026 FJ/D02/026.01;-6.8898;109.6412;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/027 FJ/D02/027.01;-6.8916;109.6418;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/029 FJ/D02/029.01;-6.8917;109.6432;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/030 FJ/D02/030.01;-6.8915;109.6432;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/031 FJ/D02/031.01;-6.8915;109.6435;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/032 FJ/D03/032.01;-6.8903;109.6463;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/033 FJ/D03/033.01;-6.8903;109.6457;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/034 FJ/D03/034.01;-6.8904;109.6452;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/035 FJ/D03/035.01;-6.8905;109.6435;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FJ/036 FJ/D04/036.01;-6.8915;109.6437;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FJ/037 FJ/D04/037.01;-6.8915;109.6448;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FJ/038 FJ/D04/038.01;-6.8916;109.6457;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FJ/14 FJ/D01/05.14;-6.8948;109.6443;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/01 FK/D01/20.01;-6.8953;109.6501;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/02 FK/D01/19.02;-6.8957;109.6505;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/03 FK/D01/18.03;-6.8954;109.6509;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/04 FK/D01/17.04;-6.895;109.6509;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/05 FK/D01/16.05;-6.894967;109.650531;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/062 FK/D02/062.01;-6.892028;109.650815;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/06 FK/D01/15.06;-6.8946;109.6511;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/07 FK/D01/15.07;-6.8945;109.6506;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/08 FK/D01/14.08;-6.8944;109.65;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/09 FK/D01/13.09;-6.8942;109.6507;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/10 FK/D01/12.10;-6.8942;109.651;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/11 FK/D01/11.11;-6.8944;109.6517;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/12 FK/D01/10.12;-6.894;109.6521;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/13 FK/D01/09.13;-6.894;109.6518;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/14 FK/D01/08.14;-6.8939;109.6515;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/15 FK/D01/07.15;-6.8938;109.6511;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/16 FK/D01/06.16;-6.8938;109.6508;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/17 FK/D01/05.17;-6.8935;109.6508;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/18 FK/D01/04.18;-6.8936;109.6513;PEKALONGAN;YELLOW;8;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/19 FK/D01/03.19;-6.8934;109.6519;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/20 FK/D01/02.20;-6.8933;109.6515;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/21 FK/D01/01.21;-6.893;109.6509;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/22 FK/D02/17.22;-6.8931;109.6512;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/24 FK/D02/15.24;-6.8928;109.6513;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/25 FK/D02/14.25;-6.89276;109.651017;PEKALONGAN;YELLOW;9;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/26 FK/D02/13.26;-6.8925;109.6514;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/27 FK/D02/12.27;-6.8928;109.6519;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/28 FK/D02/11.28;-6.8923;109.6516;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/29 FK/D02/10.29;-6.8922;109.6511;PEKALONGAN;YELLOW;4;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/30 FK/D02/09.30;-6.8917;109.6512;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/31 FK/D02/08.31;-6.8919;109.6518;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/32 FK/D02/07.32;-6.892;109.6525;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/33 FK/D02/06.33;-6.8921;109.6529;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/34 FK/D02/05.34;-6.8921;109.6533;PEKALONGAN;BLACK;16;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FK/35 FK.D02/04.35;-6.892;109.6537;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/36 FK.D02/03.36;-6.8926;109.6554;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/37 FK.D02/02.37;-6.8923;109.6556;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/38 FK.D02/01.38;-6.8915;109.6557;PEKALONGAN;GREEN;11;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/39 FK/D03/12.39;-6.8908;109.6504;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FK/40 FK/D03/11.40;-6.8908;109.6513;PEKALONGAN;YELLOW;8;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/41 FK/D03/10.41;-6.891;109.6528;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/42 FK/D03/09.42;-6.8911;109.6533;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
